id,title,original_language,release_date,vote_average,vote_count,popularity,overview,genre_ids,adult,backdrop_path,poster_path
743048,Wandering Heart,es,2021-10-14,6.3,18,5.832,"Santiago, gay single father, has reached a tipping point in his life. Reeling from a bitter breakup, he is facing the impending departure of his daughter Laila, with whom he shares a close yet emotionally charged relationship. As the fear of being alone threatens to swallow him whole, his behavior becomes increasingly erratic. Over the course of a chaotic summer divided between Argentina and Brazil, Santiago must learn to let go of Laila so each can find their own freedoms.",18,False,/eZUQoZNCfX1xT2oztBLjo2Yw2Oc.jpg,/bB0WO3TCjbyVcVM8yTpdMAn3Uy1.jpg
873474,Ang Manananggal na Nahahati ang Puso,tl,2021-10-01,4.0,2,5.831,A barrio lass agrees to be the subject of a man's research about aswangs. He falls for her but hides his feelings knowing that she's an aswang.,"35,10749,14",False,/hLxdIrdwWFqJBmdl9WkaHEnCDFX.jpg,/7SGgZ5yDKmEiGHcTxxVeYaFD2fD.jpg
861294,The Scrapper,en,2021-12-07,4.6,5,5.828,"Ex-con turned ""scrapper"" Jake leads a quiet life caring for his family until he is pursued by violent Punjabi and Mexican criminals following a botched robbery.","80,18,53",False,/3jjWLg5bevWqReyVroYqxwVrH0k.jpg,/ydnOAvlBzdqMyBRBXyQpReSzxrH.jpg
852355,The Falls,zh,2021-10-29,6.8,55,5.828,"After having to quarantine together during COVID-19, a mother and daughter are forced to confront their personal obstacles and relationship tensions.",18,False,/s8I28yCoekut6Pi6oe82dKoF16w.jpg,/tnREhFvJaP7zMw6U4ySoF8QOyau.jpg
853291,Bookworm and the Beast,en,2021-04-23,6.6,8,5.823,"Izzy is ready to make a difference in the world as she starts her career in public relations. When Grant Beiste - the big-headed corporate celebrity in town - accidentally hits her father with a car, Izzy is thrown into a public scandal that forces her to work closely with Grant. As she fights to save both her father and Grant's public image, she falls in love and learns not to judge a book by it's cover.",10749,False,/eauUrhx3YB162xFrAVC7ij4k5SD.jpg,/ecVJMknnEj8GMc01mEhdHf2AgGA.jpg
960760,Naturist Cleaners,en,2021-06-01,3.3,3,5.813,Welcome to the world of naturist cleaning. This documentary explores a unique twist on how some people handle their domestic chores. Hear from company owners and directors as well as clients and cleaners.,"99,10770",False,,/lNJsj1XC3FbGTcH28586nZi7XXY.jpg
1016279,Swapping - Invited Male and Female,ko,2021-04-13,0.0,0,5.81,A sexual movie about a man who died and remarried falling into an affair.,10749,False,,/Ag8sRrP9r3fBzFqPpnp57xkLa9E.jpg
931852,Love in Aruba,en,2021-11-23,6.7,18,5.807,"Amber joins single father Connor overseas in Aruba to tutor and watch over his daughter, Macey, while he focuses on work.","10749,35,10770,18",False,/qoZo9IKn8pgyXRnztMHp8Lxu7hv.jpg,/iyB86KhGrVk8FJk98V7p50bQ9Ix.jpg
881594,This Is Not a Comedy,es,2021-10-05,6.2,82,5.796,"A comedian finds new meaning in his life when his best friend asks him to be her sperm donor, and he meets a girl who connects with the cosmos.","18,35",False,/njtgrbHHwCds1VI3DzNNaYH2DXM.jpg,/1IEMKTCbD5euj7De0S0cB4FsMp3.jpg
870116,Rosamunde Pilcher: Herzensläufe,de,2021-04-07,6.2,3,5.786,"For Jacky Davies, distilling gin in the traditional family distillery is more than just a craft: it is a young woman's passion and an obsession. Since Jacky's mother died in a fire many years ago, she has felt obliged to carry on her mother's legacy.","18,10770",False,/m8vLGEm4LE842hFtoYa1JQ3nQho.jpg,/fcTVjKyCIVt2dWyv0X8TGWxh97E.jpg
828146,Breaking Boundaries: The Science of Our Planet,en,2021-06-04,7.4,63,5.786,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,99,False,/mfdoMIFWnVkzaLqVDWU2DH6EIwT.jpg,/kRs7kdlw06DVkxOVidWloqZ3HCw.jpg
