id,title,original_language,release_date,vote_average,vote_count,popularity,overview,genre_ids,adult,backdrop_path,poster_path,release_year,release_month,release_day
429617,Spider-Man: Far From Home,en,2019-06-28,7.423,15620,105.521,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.","28,12,878",False,/34jW8LvjRplM8Pv06cBFDpLlenR.jpg,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,2019,6,28
399579,Alita: Battle Angel,en,2019-01-31,7.24,9087,80.843,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.","28,878,12",False,/lcCNS7vyofFpJV7fl92ipIdNmGi.jpg,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019,1,31
537915,After,en,2019-04-11,7.123,8197,86.572,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","10749,18",False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019,4,11
384018,Fast & Furious Presents: Hobbs & Shaw,en,2019-08-01,6.9,7162,70.772,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.","28,12,35",False,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019,8,1
512200,Jumanji: The Next Level,en,2019-12-04,6.9,8591,107.933,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.","12,35,14",False,/oLma4sWjqlXVr0E3jpaXQCytuG9.jpg,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,2019,12,4
423204,Angel Has Fallen,en,2019-08-21,6.6,3455,107.153,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.","28,53",False,/sGqqnvOqJg2HDHrjtCPIlCwF4Mu.jpg,/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,2019,8,21
420817,Aladdin,en,2019-05-22,7.101,9984,106.175,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,"12,14,10749,10751",False,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,2019,5,22
567609,Ready or Not,en,2019-08-21,7.1,4435,87.625,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-in-seek.,"27,35",False,/5clwbYVMmV5FytxYO8KZ5LpJcQZ.jpg,/vOl6shtL0wknjaIs6JdKCpcHvg8.jpg,2019,8,21
521029,Annabelle Comes Home,en,2019-06-26,6.4,3498,103.103,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",27,False,/dBt0DoFfbhOI4ypUfRj1uTq623M.jpg,/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,2019,6,26
522938,Rambo: Last Blood,en,2019-09-19,6.545,3865,101.972,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.","28,53,18",False,/spYx9XQFODuqEVoPpvaJI1ksAVt.jpg,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,2019,9,19
537915,After,en,2019-04-11,7.123,8197,86.572,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","10749,18",False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019,4,11
412117,The Secret Life of Pets 2,en,2019-05-24,7.0,3023,83.413,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","12,16,35,10751",False,/zDIievPXqjfjLogXFqnnopU0OkK.jpg,/s9xg4V5EDKiphgIksVJ9gewBM11.jpg,2019,5,24
522518,A Dog's Journey,en,2019-05-03,8.1,1495,82.638,A dog finds the meaning of his own existence through the lives of the humans he meets.,"10751,12,18",False,/i109vzdCkG7W3H9FxHmfpZjgh61.jpg,/wquJChp0NpoqthYdE3YjXNNxvVC.jpg,2019,5,3
592350,My Hero Academia: Heroes Rising,ja,2019-12-20,8.2,1162,82.608,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.","16,28,14,12",False,/9guoVF7zayiiUq5ulKQpt375VIy.jpg,/zGVbrulkupqpbwgiNedkJPyQum4.jpg,2019,12,20
331482,Little Women,en,2019-12-25,7.9,6233,80.927,Four sisters come of age in America in the aftermath of the Civil War.,"18,10749,36",False,/lqxxwTRk0l7CubY6JkJdhnwJEkn.jpg,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,2019,12,25
399579,Alita: Battle Angel,en,2019-01-31,7.2,9087,80.843,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.","28,878,12",False,/lcCNS7vyofFpJV7fl92ipIdNmGi.jpg,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019,1,31
511987,Crawl,en,2019-07-11,6.317,3081,80.242,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.","27,53",False,/lm4xH0YwFbVvTgdtau1thNK5S6J.jpg,/s73fggD9Pa17XsJLdZp7JjLpVar.jpg,2019,7,11
915824,Secret Love: My Friend’s Mom 2,ko,2019-06-21,0.0,0,76.82,"Due to a strained relationship with his girlfriend, the male protagonist found it difficult to achieve sexual satisfaction and had to spend all day with his friend. It wasn't until he met his friend's mother that he realized that there were still such beautiful and mature women in the world. Although the male protagonist harbored evil thoughts, due to his identity and relationship, he could only bury his emotions deep in his heart. However, his friend's mother seemed to be very fond of the male protagonist and began to constantly dress herself up, And trying various temptations to lure the male lead into the bait",,False,/xuPPWhYfeuEaE3DSIOTYxRuViv2.jpg,/8RN3nZ3EgV5eBDLrvCtIBKWWvNV.jpg,2019,6,21
581528,"The Gangster, the Cop, the Devil",ko,2019-05-15,7.798,1134,75.91,"After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.","80,28,53",False,/tEBmjclGd6oVxin8axu4ELf10bl.jpg,/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg,2019,5,15
638507,How to Train Your Dragon: Homecoming,en,2019-12-03,8.1,945,75.12,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...","16,14,12,28,10751",False,/lI2AHx0QQrNnEkUqUG01QHUdLDW.jpg,/kXj2Qrfm994yLeuADqbOieU1mUH.jpg,2019,12,3
474350,It Chapter Two,en,2019-09-04,6.844,8710,74.994,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.","27,18,14",False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,2019,9,4
508965,Klaus,en,2019-11-08,8.241,3990,71.149,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.","16,10751,12,35,14",False,/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019,11,8
384018,Fast & Furious Presents: Hobbs & Shaw,en,2019-08-01,6.9,7162,70.772,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.","28,12,35",False,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019,8,1
517764,The Farm,en,2019-04-19,5.4,337,70.345,"The young couple Nora and Alec are on their way back from a long road trip. In a  desert town they want to take a break, but when they wake up the next morning, they are no longer in the motel where they had actually checked in. Overnight, the by a group of crazed killers wearing animal masks, have been abducted.  What would happen if people were treated like cattle for slaughter? On the farm, this horrific idea comes true. As Nora and Alec soon find out, they are not the only ones locked in cages, fattened up and fed only to be slaughtered, disemboweled and eaten as a delicacy by their torturers. For the young couple begins a fight for bare survival.",27,False,/7Bl98JC4kGe62ORuFIsFtWtcIA2.jpg,/7nPMR3QU5vl7cEmB1LE6O6yliCg.jpg,2019,4,19
820232,Demon Slayer: Kimetsu no Yaiba – Sibling's Bond,ja,2019-03-29,7.9,205,69.852,"A recap of Kimetsu no Yaiba episodes 1–5, with new footage and special end credits. Tanjiro Kamado returns home to find his family slaughtered and the lone survivor, his sister Nezuko, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again.","16,28,14,53",False,/8NEvnVKeGMLEXG45MMNqxJLcM4y.jpg,/vJUDoYNNKvBqbEPUskgvzPXGEFz.jpg,2019,3,29
530385,Midsommar,en,2019-07-03,7.2,7072,69.819,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.","27,18,9648",False,/aAM3cQmYGjjLQ24m0F0RWfjKQ57.jpg,/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,2019,7,3
509967,6 Underground,en,2019-12-10,6.342,4698,69.492,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.","28,35,53",False,/eFw5YSorHidsajLTayo1noueIxI.jpg,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,2019,12,10
522162,Midway,en,2019-11-06,7.1,2456,68.776,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.","28,10752,36",False,/5xegGPhCSVMKbyh6zeT6Th0BWLB.jpg,/hj8pyoNnynGeJTAbl7jcLZO8Uhx.jpg,2019,11,6
458156,John Wick: Chapter 3 - Parabellum,en,2019-05-15,7.4,10573,67.063,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.","28,53,80",False,/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,2019,5,15
329996,Dumbo,en,2019-03-27,6.6,4297,66.793,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.","10751,14,12",False,/5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg,/kTF2omZq1izOeplnnSACxhs4NLF.jpg,2019,3,27
287947,Shazam!,en,2019-03-29,7.007,9466,62.467,A boy is given the ability to become an adult superhero in times of need with a single magic word.,"28,35,14",False,/o7JVhqMmrex1TPbmuxl8YXVlcfl.jpg,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019,3,29
515001,Jojo Rabbit,en,2019-10-18,8.019,9494,62.261,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.","35,10752,18",False,/agoBZfL1q5G79SD0npArSlJn8BH.jpg,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,2019,10,18
508763,A Dog's Way Home,en,2019-01-10,7.4,1098,62.048,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.","18,12,10751",False,/w7MsyOpP003FYhsiTgVHa3rNsrz.jpg,/pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg,2019,1,10
466272,Once Upon a Time... in Hollywood,en,2019-07-24,7.4,13386,61.756,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…","35,18,53",False,/xwgBHC2FgoIrQitl8jZwXXdsR9u.jpg,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,2019,7,24
301528,Toy Story 4,en,2019-06-19,7.488,9734,60.446,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.","10751,12,16,35,14",False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019,6,19
373571,Godzilla: King of the Monsters,en,2019-05-29,6.7,6133,60.379,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.","878,28",False,/uovH5k4BAEPqXqxgwVrTtqH169g.jpg,/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,2019,5,29
527641,Five Feet Apart,en,2019-03-14,8.251,5587,59.105,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.","10749,18",False,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,2019,3,14
514999,Murder Mystery,en,2019-05-25,6.3,4408,56.204,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.","28,35,9648",False,/wL8KA3zIJQPbbU5hJlyIdmmLZit.jpg,/bSMSO9xupd4R4vwTPqigHn2quLN.jpg,2019,5,25
593961,"Hello, Love, Goodbye",tl,2019-07-31,6.3,109,55.033,"A bartender and a domestic helper of Filipino origin living in Hong Kong find themselves falling in love, but they each have different plans for their future.","10749,18",False,/ptijXES6uMuKfKolTbAeV2LvEVN.jpg,/sJFouUfCgHFSUh5OKVSQBSfrfA1.jpg,2019,7,31
359724,Ford v Ferrari,en,2019-11-13,8.007,7921,54.752,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.","18,28,36",False,/2vq5GTJOahE03mNYZGxIynlHcWr.jpg,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,2019,11,13
522924,The Art of Racing in the Rain,en,2019-08-08,8.191,1476,53.673,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.","18,10749",False,/yv7XGQctTMrFM5ZiEm80zk3Jlw2.jpg,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,2019,8,8
607383,AquaSlash,en,2019-07-29,4.164,165,52.522,"Thrills, Chills and Screwball-Comedy meet Tiny Bikinis and G o R y  dismemberment in this Chlorine & Blood drenched Murder-Mystery.","27,35",False,/gVYQRoL9YGEKt6Oueet5znqpRID.jpg,/vb3ux1clny29nY9CtGnIbTrliHN.jpg,2019,7,29
606856,Togo,en,2019-12-20,8.149,1998,52.175,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.","12,10751",False,/2Jr2OBzoLLOYqQWnyN4eicZv0sL.jpg,/wX0QD36a80hxulcizz7tyahYOF8.jpg,2019,12,20
530915,1917,en,2019-12-25,8.0,12337,50.92,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.","10752,36,53,18",False,/76LpPdXtCf4WxWDagVT2YcF4e9g.jpg,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019,12,25
447404,Pokémon Detective Pikachu,en,2019-05-03,6.931,6795,50.718,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.","28,12,14",False,/yXybBEC45p84D0Ky7GmQQYrclVr.jpg,/uhWvnFgg3BNlcUz0Re1HfQqIcCD.jpg,2019,5,3
320288,Dark Phoenix,en,2019-06-05,5.981,6493,50.629,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.","878,28,12",False,/cjRUhKyt2Jo3V1KNzc5tpPNfccG.jpg,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,2019,6,5
546554,Knives Out,en,2019-11-27,7.846,12330,50.616,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","35,80,9648",False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019,11,27
299537,Captain Marvel,en,2019-03-06,6.8,15642,50.223,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.","28,12,878",False,/qAzYK4YPSWDc7aa4R43LcwRIAyb.jpg,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,2019,3,6
417384,Scary Stories to Tell in the Dark,en,2019-08-08,6.5,2631,50.145,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.","27,53",False,/snll1zUi2oxIah9qifXOvbfjcrG.jpg,/kNjEmQGBm9cYqTB03r6yECozQyW.jpg,2019,8,8
606117,A Cinderella Story: Christmas Wish,en,2019-10-15,6.406,694,50.043,"Kat is an aspiring singer-songwriter who dreams of making it big. However, her dreams are stalled by her reality: a conniving and cruel stepfamily  and a demoralizing job working as a singing elf at billionaire Terrence Wintergarden’s Santa Land.","10749,10402,35,14",False,/d9BwkpCncTNXTMfhx6bEgD5nyi0.jpg,/ozBX0u5caaJFli9AssqJmARb5R.jpg,2019,10,15
506517,My Grandpa is an Alien,hr,2019-03-21,6.8,36,48.167,"Una and an alien robot have 24 hours to find her Grandpa who was kidnapped by aliens. The extraordinary adventure leads to friendship, the rational robotic logic is replaced by emotions and Una's selfless love saves her partly alien family.","12,10751,878",False,/lnW8H1fNtzzI8OOrjZmXzMn5A0j.jpg,/bWXH1kEDlLkHmn2R0udaspgVQSJ.jpg,2019,3,21
515195,Yesterday,en,2019-06-26,6.7,3894,47.789,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.,"35,14,10402,10749",False,/5om2iHhm2dgv0s2YgPDSEMIkRNx.jpg,/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg,2019,6,26
657654,Senior Couple and Exchange Sex,ko,2019-12-23,6.0,4,47.28,"Local college couple Won-young and Jun-seok have a long time to graduate, but the two who Jun-seok already got a job and had nothing to do until graduation graduated from vacation and lived in Tokyo. Let's go to the house of a close senior couple, Ari and Sungho.  One day before they came, Ari and Seong-ho fought out loud. I greet you welcomingly, but I feel a cold atmosphere for some reason. Seong-ho tells Jun-suk about the couple's fight the other day, and after having sex that night, Jor explains to the young couple the situation of Seong-ho's husband and procrastinates to do it next time. In the end, Won-young can't tolerate her sexual desires and goes to Seong-ho to tempt her. What will happen to the love of the two couples?",10749,False,/kzF7Wtc6UTJVvggnwx0t5d2O5gm.jpg,/7Dxc4qV8p2whHmlyCSWtIsLYerA.jpg,2019,12,23
481084,The Addams Family,en,2019-10-10,6.6,2319,46.982,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.","10751,16,35,14",False,/uCAy0n0WHTGU4d3LMJtE0fQxCej.jpg,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,2019,10,10
454640,The Angry Birds Movie 2,en,2019-08-02,7.1,1690,46.606,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.","16,28,14,12,35",False,/kUfcfqHRuvuc1mVO3IESoR61c9w.jpg,/fKk4bfnouKEY5iPzYDMcVmtgDEy.jpg,2019,8,2
